rank,location_name,year,cause_name,val,total_deaths,share
1,Nepal,2004,Ischemic heart disease,14781.913285309638,187955.9747866559,0.07864561529415715
2,Nepal,2004,Lower respiratory infections,14038.549435077655,187955.9747866559,0.07469062609482066
3,Nepal,2004,Chronic obstructive pulmonary disease,13635.035077694976,187955.9747866559,0.07254377038650547
4,Nepal,2004,Total cancers,9326.966162217246,187955.9747866559,0.04962314272160835
5,Nepal,2004,Total Cancers excluding Non-melanoma skin cancer,9287.022038920815,187955.9747866559,0.049410624213794115
6,Nepal,2004,Diarrheal diseases,8785.871435981284,187955.9747866559,0.046744305127591215
7,Nepal,2004,Drug-susceptible tuberculosis,7563.271522508753,187955.9747866559,0.040239590846173595
8,Nepal,2004,Neonatal encephalopathy due to birth asphyxia and trauma,7087.019444992243,187955.9747866559,0.03770574174636662
9,Nepal,2004,Intracerebral hemorrhage,6203.016376542849,187955.9747866559,0.033002496374928955
10,Nepal,2004,Measles,5592.201716322667,187955.9747866559,0.029752721203304314
11,Nepal,2004,Ischemic stroke,4904.888409385441,187955.9747866559,0.02609594302576897
12,Nepal,2004,Rheumatic heart disease,3734.1400872080862,187955.9747866559,0.019867099683564808
13,Nepal,2004,Neonatal preterm birth,3458.461051513829,187955.9747866559,0.018400378362217223
14,Nepal,2004,Diabetes mellitus type 2,3071.4047677706335,187955.9747866559,0.016341086104109795
15,Nepal,2004,Self-harm by other specified means,2922.3430049402305,187955.9747866559,0.015548018669038367
16,Nepal,2004,Asthma,2778.9256439621495,187955.9747866559,0.014784981680504907
17,Nepal,2004,Neonatal sepsis and other neonatal infections,2511.483051021849,187955.9747866559,0.013362081486755452
18,Nepal,2004,Conflict and terrorism,2455.994158178072,187955.9747866559,0.01306685866712037
19,Nepal,2004,Peptic ulcer disease,2449.406182634679,187955.9747866559,0.013031808035977248
20,Nepal,2004,Protein-energy malnutrition,2377.2034447477977,187955.9747866559,0.01264766096127618
21,Nepal,2004,Typhoid fever,2295.150345104258,187955.9747866559,0.012211106072629112
22,Nepal,2004,Hypertensive heart disease,2097.211655188162,187955.9747866559,0.01115799408648038
23,Nepal,2004,Falls,2074.403939004901,187955.9747866559,0.011036648030792875
24,Nepal,2004,Total burden related to hepatitis B,2048.97762637685,187955.9747866559,0.010901370008070203
25,Nepal,2004,Other neonatal disorders,2019.6593540192075,187955.9747866559,0.01074538522285164
26,Nepal,2004,Drowning,1987.416506044288,187955.9747866559,0.010573840540584861
27,Nepal,2004,Chronic hepatitis B including cirrhosis,1912.4578500489192,187955.9747866559,0.010175030893376506
28,Nepal,2004,Cirrhosis due to alcohol,1565.3013768826434,187955.9747866559,0.008328021381918705
29,Nepal,2004,Hemolytic disease and other neonatal jaundice,1411.8113047147092,187955.9747866559,0.007511393592660307
30,Nepal,2004,Congenital heart anomalies,1400.100738927643,187955.9747866559,0.007449088758773762
